,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,,,
00212600,BERKLEE COLLEGE OF MUSIC,MA,22153,Private-Nonprofit," 1,097 "," 1,099 "," $4,635,269.00 "," 1,099 "," $2,451,574.00 "," 1,138 "," 1,168 "," $3,166,297.00 "," 1,168 "," $1,707,420.00 ", 42 , 42 ," $844,334.00 ", 42 ," $284,028.00 ", 331 , 338 ," $11,901,732.00 ", 338 ," $6,813,587.00 ", 12 , 13 ," $357,149.00 ", 13 ," $164,703.00 ",,22153
00212800,BOSTON COLLEGE,MA,24673,Private-Nonprofit," 2,500 "," 2,514 "," $9,446,970.00 "," 2,514 "," $4,793,676.00 ", 715 , 760 ," $2,608,606.00 ", 760 ," $1,319,727.00 "," 1,082 "," 1,087 "," $20,067,818.00 "," 1,087 "," $10,391,097.00 ", 501 , 524 ," $13,812,324.00 ", 524 ," $7,356,949.00 ", 422 , 476 ," $9,938,068.00 ", 476 ," $5,100,521.00 ",,24673
00212900,BOSTON CONSERVATORY,MA,22159,Private-Nonprofit, 235 , 235 ," $1,005,030.00 ", 235 ," $511,195.00 ", 269 , 287 ," $876,578.00 ", 287 ," $444,730.00 ", 106 , 106 ," $1,927,428.00 ", 106 ," $1,009,335.00 ", 101 , 103 ," $3,368,191.00 ", 103 ," $1,780,277.00 ", 43 , 43 ," $1,047,977.00 ", 43 ," $570,147.00 ",,22159
00213000,BOSTON UNIVERSITY,MA,22151,Private-Nonprofit," 5,432 "," 5,438 "," $24,384,541.00 "," 5,438 "," $12,683,378.00 "," 5,604 "," 6,862 "," $16,314,902.00 "," 6,862 "," $8,463,932.00 "," 4,088 "," 4,949 "," $81,676,996.00 "," 4,949 "," $44,799,866.00 ", 910 , 973 ," $23,773,721.00 ", 973 ," $12,973,739.00 "," 1,549 "," 1,688 "," $45,772,412.00 "," 1,688 "," $23,991,614.00 ",,22151
00213300,BRANDEIS UNIVERSITY,MA,24532,Private-Nonprofit," 1,373 "," 1,385 "," $6,217,418.00 "," 1,385 "," $3,204,291.00 "," 1,368 "," 1,456 "," $3,780,503.00 "," 1,456 "," $1,956,221.00 ", 309 , 316 ," $5,296,090.00 ", 316 ," $2,775,993.00 ", 169 , 195 ," $3,605,572.00 ", 195 ," $1,990,303.00 ", 130 , 145 ," $2,486,782.00 ", 145 ," $1,293,044.00 ",,24532
00213900,CLARK UNIVERSITY,MA,16101,Private-Nonprofit," 1,012 "," 1,013 "," $4,209,573.00 "," 1,014 "," $2,160,429.00 "," 1,114 "," 1,124 "," $3,644,085.00 "," 1,125 "," $1,868,295.00 ", 113 , 113 ," $1,852,425.00 ", 113 ," $980,857.00 ", 125 , 130 ," $1,716,084.00 ", 131 ," $923,206.00 ", 12 , 13 ," $155,875.00 ", 13 ," $86,056.00 ",,16101
00214000,COLLEGE OF OUR LADY OF THE ELMS,MA,10132,Private-Nonprofit, 853 , 854 ," $3,701,154.00 ", 854 ," $1,987,603.00 ", 857 , 918 ," $3,637,395.00 ", 918 ," $1,985,930.00 ", 66 , 66 ," $897,182.00 ", 66 ," $459,863.00 ", 144 , 144 ," $2,162,604.00 ", 144 ," $1,145,413.00 ", 2 , 2 ," $3,390.00 ", 2 ," $1,445.00 ",,10132
00214100,COLLEGE OF THE HOLY CROSS,MA,16102,Private-Nonprofit," 1,174 "," 1,174 "," $5,313,320.00 "," 1,174 "," $2,677,710.00 "," 1,246 "," 1,255 "," $3,788,907.00 "," 1,257 "," $1,904,042.00 ", -   , -   , $-   , -   , $-   , 170 , 172 ," $4,027,665.00 ", 173 ," $2,143,724.00 ", -   , -   , $-   , -   , $-   ,,16102
00214300,CURRY COLLEGE,MA,21862,Private-Nonprofit," 1,376 "," 1,380 "," $5,774,382.00 "," 1,388 "," $2,946,688.00 "," 1,573 "," 1,584 "," $5,620,997.00 "," 1,603 "," $2,841,496.00 ", 81 , 81 ," $1,405,735.00 ", 82 ," $644,251.00 ", 286 , 292 ," $6,097,824.00 ", 311 ," $3,264,482.00 ", -   , -   , $-   , -   , $-   ,,21862
00214400,DEAN COLLEGE,MA,20381,Private-Nonprofit, 329 , 329 ," $1,398,932.00 ", 329 ," $718,410.00 ", 378 , 378 ," $1,299,407.00 ", 378 ," $664,460.00 ", -   , -   , $-   , -   , $-   , 251 , 254 ," $4,772,000.00 ", 266 ," $2,521,177.00 ", -   , -   , $-   , -   , $-   ,,20381
00214500,EASTERN NAZARENE COLLEGE,MA,21702,Private-Nonprofit, 230 , 230 ," $965,779.00 ", 230 ," $493,879.00 ", 246 , 246 ," $982,927.00 ", 246 ," $501,405.00 ", 36 , 36 ," $701,736.00 ", 36 ," $360,780.00 ", 70 , 70 ," $900,924.00 ", 70 ," $453,892.00 ", 2 , 2 ," $15,060.00 ", 2 ," $7,530.00 ",,21702
00214600,EMERSON COLLEGE,MA,21164,Private-Nonprofit," 1,385 "," 1,385 "," $6,391,327.00 "," 1,385 "," $3,279,322.00 "," 1,408 "," 1,409 "," $3,831,732.00 "," 1,409 "," $2,000,232.00 ", 208 , 208 ," $3,916,892.00 ", 208 ," $2,044,438.00 ", 328 , 333 ," $9,436,488.00 ", 333 ," $5,154,378.00 ", 94 , 95 ," $1,753,732.00 ", 95 ," $927,787.00 ",,21164
00214700,EMMANUEL COLLEGE,MA,21155,Private-Nonprofit," 1,098 "," 1,098 "," $4,700,845.00 "," 1,098 "," $2,414,149.00 "," 1,246 "," 1,330 "," $3,905,038.00 "," 1,330 "," $2,012,024.00 ", -   , -   , $-   , -   , $-   , 284 , 287 ," $5,670,312.00 ", 287 ," $2,997,809.00 ", -   , -   , $-   , -   , $-   ,,21155
00214800,ENDICOTT COLLEGE,MA,19152,Private-Nonprofit," 1,490 "," 1,490 "," $6,543,628.00 "," 1,492 "," $3,340,862.00 "," 1,668 "," 1,668 "," $5,038,706.00 "," 1,670 "," $2,588,130.00 ", 109 , 109 ," $1,266,076.00 ", 109 ," $692,203.00 ", 281 , 284 ," $5,802,580.00 ", 292 ," $3,120,810.00 ", 1 , 1 ," $13,000.00 ", 1 ," $6,500.00 ",,19152
00214900,EPISCOPAL DIVINITY SCHOOL,MA,21383,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 14 , 14 ," $125,053.00 ", 14 ," $69,291.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,21383
00215000,FISHER COLLEGE - BOSTON,MA,21161,Private-Nonprofit, 321 , 321 ," $1,456,602.00 ", 321 ," $726,630.00 ", 336 , 374 ," $1,255,792.00 ", 374 ," $592,123.00 ", 3 , 3 ," $37,440.00 ", 3 ," $6,750.00 ", 105 , 105 ," $1,526,422.00 ", 105 ," $797,998.00 ", -   , -   , $-   , -   , $-   ,,21161
00215100,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,MA,21166,Public, 81 , 81 ," $358,750.00 ", 81 ," $183,250.00 ", 101 , 101 ," $360,620.00 ", 101 ," $190,993.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,21166
00215300,GORDON COLLEGE,MA,19841,Private-Nonprofit, 753 , 753 ," $3,346,495.00 ", 753 ," $1,743,698.00 ", 864 , 889 ," $2,730,934.00 ", 889 ," $1,431,053.00 ", -   , -   , $-   , -   , $-   , 149 , 149 ," $2,708,583.00 ", 149 ," $1,616,828.00 ", -   , -   , $-   , -   , $-   ,,19841
00215400,HELLENIC COLLEGE & HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,MA,24457,Private-Nonprofit, 37 , 37 ," $158,275.00 ", 37 ," $82,750.00 ", 40 , 40 ," $149,055.00 ", 40 ," $79,270.00 ", 56 , 56 ," $715,800.00 ", 56 ," $453,474.00 ", 16 , 16 ," $236,928.00 ", 16 ," $132,885.00 ", 3 , 4 ," $27,450.00 ", 4 ," $14,677.00 ",,24457
00215500,HARVARD UNIVERSITY,MA,21383,Private-Nonprofit, 147 , 148 ," $639,513.00 ", 148 ," $370,916.00 ", 147 , 148 ," $866,900.00 ", 148 ," $510,178.00 "," 2,254 "," 2,258 "," $45,816,685.00 "," 2,259 "," $23,370,700.00 ", 8 , 8 ," $120,281.00 ", 8 ," $70,866.00 "," 1,221 "," 1,246 "," $39,603,813.00 "," 1,246 "," $20,346,334.00 ",,21383
00215700,HEBREW COLLEGE,MA,24592,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 1 , 1 ," $20,500.00 ", 1 ," $6,833.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,24592
00215800,LASELL COLLEGE,MA,24662,Private-Nonprofit," 1,181 "," 1,181 "," $5,035,474.00 "," 1,181 "," $2,578,881.00 "," 1,311 "," 1,311 "," $4,078,293.00 "," 1,311 "," $2,092,951.00 ", 203 , 203 ," $2,853,741.00 ", 319 ," $1,102,925.00 ", 300 , 303 ," $5,011,061.00 ", 303 ," $2,663,826.00 ", 2 , 2 ," $23,186.00 ", 2 ," $6,712.00 ",,24662
00216000,LESLEY UNIVERSITY,MA,21382,Private-Nonprofit, 883 , 901 ," $3,561,703.00 ", 901 ," $1,832,438.00 ", 990 ," 1,032 "," $3,345,806.00 "," 1,032 "," $1,709,558.00 "," 1,377 "," 1,393 "," $22,978,878.00 "," 1,886 "," $10,635,395.00 ", 199 , 200 ," $4,365,325.00 ", 200 ," $2,332,720.00 ", 204 , 207 ," $3,678,592.00 ", 285 ," $1,932,747.00 ",,21382
00216100,UNIVERSITY OF MASSACHUSETTS - LOWELL,MA,18542,Public," 4,401 "," 4,401 "," $18,475,513.00 "," 4,403 "," $9,832,436.00 "," 5,189 "," 5,289 "," $21,632,294.00 "," 5,297 "," $11,497,044.00 ", 503 , 503 ," $7,747,699.00 ", 504 ," $4,434,673.00 ", 318 , 318 ," $3,939,277.00 ", 321 ," $2,033,821.00 ", 25 , 25 ," $315,096.00 ", 25 ," $167,001.00 ",,18542
00216400,NEW ENGLAND COLLEGE OF OPTOMETRY (THE),MA,21151,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 135 , 144 ," $5,034,565.00 ", 191 ," $2,880,730.00 ", -   , -   , $-   , -   , $-   , 57 , 58 ," $697,989.00 ", 62 ," $422,369.00 ",,21151
00216500,MCPHS UNIVERSITY,MA,21155,Private-Nonprofit," 2,185 "," 2,185 "," $9,411,242.00 "," 2,185 "," $5,002,469.00 "," 2,201 "," 2,262 "," $6,864,815.00 "," 2,262 "," $3,635,626.00 "," 1,984 "," 3,253 "," $56,898,978.00 "," 3,253 "," $23,443,780.00 ", 511 , 521 ," $11,998,893.00 ", 521 ," $6,531,502.00 "," 1,024 "," 1,081 "," $25,434,644.00 "," 1,081 "," $11,687,222.00 ",,21155
00216700,BERKSHIRE COMMUNITY COLLEGE,MA,12015,Public, 1 , 1 ," $4,500.00 ", 1 ," $2,250.00 ", 1 , 1 ," $6,000.00 ", 1 ," $3,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,12015
00216900,GREENFIELD COMMUNITY COLLEGE,MA,13019,Public, 6 , 6 ," $10,968.00 ", 7 ," $5,786.00 ", 1 , 1 ," $3,000.00 ", 1 , $500.00 , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,13019
00217200,MOUNT WACHUSETT COMMUNITY COLLEGE,MA,14401,Public, 6 , 6 ," $15,280.00 ", 6 ," $7,094.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,14401
00217800,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,21394,Private-Nonprofit, 174 , 174 ," $613,508.00 ", 174 ," $313,637.00 ", 309 , 316 ," $1,571,891.00 ", 316 ," $803,893.00 ", 277 , 277 ," $5,406,260.00 ", 277 ," $2,756,500.00 ", 115 , 116 ," $3,344,732.00 ", 116 ," $1,678,901.00 ", 66 , 67 ," $2,729,446.00 ", 67 ," $1,366,222.00 ",,21394
00218000,MASSACHUSETTS COLLEGE OF ART AND DESIGN,MA,21155,Public, 799 , 799 ," $3,403,239.00 ", 799 ," $1,758,052.00 ", 821 , 821 ," $2,799,467.00 ", 821 ," $1,458,426.00 ", 31 , 31 ," $565,800.00 ", 31 ," $300,134.00 ", 159 , 160 ," $2,547,518.00 ", 160 ," $1,351,506.00 ", 14 , 14 ," $209,530.00 ", 14 ," $107,747.00 ",,21155
00218100,MASSACHUSETTS MARITIME ACADEMY,MA,25323,Public, 686 , 686 ," $2,884,369.00 ", 696 ," $1,471,360.00 ", 938 , 938 ," $3,570,647.00 ", 952 ," $1,813,533.00 ", -   , -   , $-   , -   , $-   , 125 , 125 ," $1,880,036.00 ", 126 ," $985,554.00 ", -   , -   , $-   , -   , $-   ,,25323
00218400,FITCHBURG STATE UNIVERSITY,MA,14202,Public," 1,832 "," 1,832 "," $7,608,078.00 "," 1,832 "," $4,054,752.00 "," 2,048 "," 2,048 "," $7,574,408.00 "," 2,048 "," $4,113,779.00 ", 117 , 117 ," $944,198.00 ", 117 ," $496,306.00 ", 218 , 219 ," $1,992,097.00 ", 219 ," $1,054,251.00 ", -   , -   , $-   , -   , $-   ,,14202
00218500,FRAMINGHAM STATE UNIVERSITY,MA,17022,Public, 11 , 12 ," $54,756.00 ", 12 ," $27,379.00 ", 13 , 13 ," $50,554.00 ", 13 ," $25,278.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $20,278.00 ", 1 ," $10,139.00 ", -   , -   , $-   , -   , $-   ,,17022
00218700,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,MA,12474,Public, 822 , 824 ," $3,329,808.00 ", 824 ," $1,767,828.00 ", 851 , 852 ," $2,810,989.00 ", 852 ," $1,497,564.00 ", 16 , 16 ," $151,367.00 ", 16 ," $106,685.00 ", 97 , 100 ," $934,661.00 ", 100 ," $502,129.00 ", -   , -   , $-   , -   , $-   ,,12474
00219200,MOUNT HOLYOKE COLLEGE,MA,10751,Private-Nonprofit, 764 , 765 ," $3,328,769.00 ", 765 ," $1,728,316.00 ", 286 , 312 ," $1,103,786.00 ", 312 ," $585,788.00 ", 29 , 30 ," $388,704.00 ", 54 ," $307,644.00 ", 121 , 123 ," $2,195,041.00 ", 123 ," $1,193,232.00 ", -   , -   , $-   , -   , $-   ,,10751
00219300,MOUNT IDA COLLEGE,MA,24593,Private-Nonprofit, 195 , 195 ," $888,202.00 ", 195 ," $468,145.00 ", 208 , 219 ," $782,408.00 ", 219 ," $408,264.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,24593
00219400,NEW ENGLAND CONSERVATORY OF MUSIC,MA,21155,Private-Nonprofit, 122 , 122 ," $564,274.00 ", 122 ," $285,777.00 ", 121 , 121 ," $441,495.00 ", 121 ," $228,879.00 ", 128 , 128 ," $2,339,699.00 ", 128 ," $1,229,538.00 ", 23 , 23 ," $587,890.00 ", 23 ," $298,180.00 ", 27 , 28 ," $492,256.00 ", 28 ," $249,733.00 ",,21155
00219700,NICHOLS COLLEGE,MA,15716,Private-Nonprofit, 692 , 692 ," $2,943,058.00 ", 692 ," $1,513,865.00 ", 789 , 789 ," $2,754,063.00 ", 789 ," $1,420,684.00 ", 12 , 12 ," $149,588.00 ", 12 ," $28,239.00 ", 207 , 211 ," $3,635,216.00 ", 211 ," $1,942,526.00 ", -   , -   , $-   , -   , $-   ,,15716
00219900,NORTHEASTERN UNIVERSITY,MA,21155,Private-Nonprofit," 4,888 "," 4,973 "," $20,156,339.00 "," 5,180 "," $9,694,066.00 "," 5,045 "," 5,200 "," $18,099,445.00 "," 5,440 "," $8,930,876.00 "," 2,331 "," 2,357 "," $37,292,677.00 "," 2,834 "," $19,214,558.00 ", 431 , 452 ," $8,486,235.00 ", 452 ," $4,652,229.00 ", 419 , 467 ," $8,581,403.00 ", 519 ," $4,204,373.00 ",,21155
00220100,PINE MANOR COLLEGE,MA,24672,Private-Nonprofit, 1 , 1 ," $5,500.00 ", 1 ," $2,750.00 ", 7 , 8 ," $15,800.00 ", 8 ," $8,900.00 ", 16 , 18 ," $264,100.00 ", 25 ," $168,500.00 ", 1 , 1 ," $5,000.00 ", 1 ," $5,000.00 ", 1 , 1 ," $12,183.00 ", 1 ," $6,091.00 ",,24672
00220500,QUINCY COLLEGE,MA,21694,Public, -   , -   , $-   , -   , $-   , 1 , 1 ," $2,000.00 ", 2 ," $2,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,21694
00220600,REGIS COLLEGE,MA,24931,Private-Nonprofit, 591 , 591 ," $2,669,944.00 ", 591 ," $1,376,669.00 ", 642 , 643 ," $2,110,526.00 ", 643 ," $1,091,111.00 ", 127 , 127 ," $2,291,643.00 ", 127 ," $1,228,575.00 ", 111 , 114 ," $1,894,755.00 ", 114 ," $1,044,656.00 ", 67 , 69 ," $1,625,794.00 ", 69 ," $861,915.00 ",,24931
00220800,SIMMONS COLLEGE,MA,21155,Private-Nonprofit, 811 , 811 ," $3,596,755.00 ", 811 ," $1,874,211.00 ", 837 , 858 ," $2,596,472.00 ", 858 ," $1,362,550.00 "," 1,536 "," 1,536 "," $26,783,373.00 "," 1,536 "," $15,410,528.00 ", 97 , 99 ," $1,952,305.00 ", 99 ," $996,243.00 ", 341 , 347 ," $5,631,348.00 ", 347 ," $3,062,598.00 ",,21155
00220900,TRUSTEES OF THE SMITH COLLEGE,MA,10632,Private-Nonprofit," 1,095 "," 1,106 "," $4,835,420.00 "," 1,106 "," $2,464,368.00 ", 485 , 498 ," $1,522,612.00 ", 498 ," $791,344.00 ", 22 , 22 ," $386,347.00 ", 22 ," $208,511.00 ", 154 , 165 ," $3,043,808.00 ", 165 ," $1,566,917.00 ", 3 , 3 ," $35,257.00 ", 3 ," $17,629.00 ",,10632
00221000,UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH,MA,27472,Public," 3,723 "," 3,725 "," $15,227,546.00 "," 3,725 "," $7,967,266.00 "," 4,145 "," 4,319 "," $14,341,225.00 "," 4,322 "," $7,520,821.00 ", 391 , 393 ," $6,336,680.00 ", 393 ," $3,439,511.00 ", 512 , 519 ," $5,474,853.00 ", 523 ," $2,835,341.00 ", 82 , 83 ," $1,498,540.00 ", 83 ," $796,372.00 ",,27472
00221100,SPRINGFIELD COLLEGE,MA,11093,Private-Nonprofit," 1,091 "," 1,091 "," $4,769,766.00 "," 1,091 "," $2,463,165.00 "," 1,159 "," 1,199 "," $3,335,315.00 "," 1,199 "," $1,721,802.00 ", 314 , 314 ," $5,630,731.00 ", 314 ," $2,957,150.00 ", 168 , 168 ," $2,919,584.00 ", 168 ," $1,538,658.00 ", 65 , 67 ," $954,728.00 ", 67 ," $518,120.00 ",,11093
00221400,SAINT JOHN'S SEMINARY,MA,21358,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 2 , 2 ," $23,950.00 ", 2 ," $23,950.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,21358
00221700,STONEHILL COLLEGE,MA,23576,Private-Nonprofit," 1,336 "," 1,336 "," $5,836,269.00 "," 1,340 "," $2,972,998.00 "," 1,516 "," 1,537 "," $4,615,846.00 "," 1,540 "," $2,320,372.00 ", -   , -   , $-   , -   , $-   , 298 , 299 ," $5,986,685.00 ", 299 ," $3,233,939.00 ", -   , -   , $-   , -   , $-   ,,23576
00221800,SUFFOLK UNIVERSITY,MA,21082,Private-Nonprofit," 2,081 "," 2,081 "," $9,344,283.00 "," 2,081 "," $4,817,591.00 "," 2,248 "," 2,310 "," $7,117,086.00 "," 2,310 "," $3,676,394.00 "," 1,300 "," 1,303 "," $24,298,534.00 "," 1,303 "," $12,972,278.00 ", 348 , 352 ," $6,555,523.00 ", 352 ," $3,407,465.00 ", 590 , 647 ," $17,389,894.00 ", 647 ," $9,422,213.00 ",,21082
00221900,TUFTS UNIVERSITY,MA,21555,Private-Nonprofit," 1,119 "," 1,134 "," $4,789,147.00 "," 1,134 "," $2,466,706.00 ", 258 , 270 ," $1,040,782.00 ", 270 ," $542,731.00 "," 2,254 "," 2,281 "," $71,546,493.00 "," 2,282 "," $36,858,958.00 ", 129 , 135 ," $3,696,443.00 ", 135 ," $1,998,440.00 "," 1,470 "," 1,552 "," $47,030,845.00 "," 1,553 "," $24,364,718.00 ",,21555
00222100,UNIVERSITY OF MASSACHUSETTS - AMHERST,MA,10030,Public," 8,947 "," 8,951 "," $38,636,005.00 "," 8,951 "," $20,476,109.00 "," 10,681 "," 10,894 "," $39,053,754.00 "," 10,894 "," $20,813,153.00 ", 841 , 848 ," $11,579,934.00 ", 848 ," $6,500,226.00 "," 1,065 "," 1,086 "," $16,397,160.00 "," 1,086 "," $8,996,392.00 ", 19 , 19 ," $260,021.00 ", 19 ," $144,454.00 ",,10030
00222200,UNIVERSITY OF MASSACHUSETTS AT BOSTON,MA,21253,Public," 4,631 "," 4,631 "," $19,264,553.00 "," 4,714 "," $10,422,259.00 "," 4,205 "," 4,248 "," $18,508,053.00 "," 4,309 "," $10,055,936.00 ", 825 , 825 ," $12,416,671.00 ", 827 ," $6,700,836.00 ", 117 , 118 ," $1,238,206.00 ", 121 ," $634,551.00 ", 25 , 25 ," $300,343.00 ", 26 ," $159,075.00 ",,21253
00222400,WELLESLEY COLLEGE,MA,24818,Private-Nonprofit, 276 , 309 ," $1,008,951.00 ", 310 ," $525,851.00 ", 106 , 107 ," $451,302.00 ", 107 ," $228,929.00 ", -   , -   , $-   , -   , $-   , 47 , 47 ," $1,287,719.00 ", 47 ," $676,897.00 ", -   , -   , $-   , -   , $-   ,,24818
00222600,WESTERN NEW ENGLAND UNIVERSITY,MA,11192,Private-Nonprofit," 1,713 "," 1,714 "," $7,408,969.00 "," 1,725 "," $3,842,543.00 "," 1,758 "," 1,768 "," $5,121,306.00 "," 1,778 "," $2,670,570.00 ", 528 , 529 ," $10,270,312.00 ", 535 ," $5,102,925.00 ", 351 , 365 ," $6,506,732.00 ", 368 ," $3,389,445.00 ", 339 , 362 ," $10,200,120.00 ", 364 ," $5,060,048.00 ",,11192
00222700,WHEATON COLLEGE,MA,27662,Private-Nonprofit, 783 , 783 ," $3,496,525.00 ", 783 ," $1,770,501.00 ", 610 , 632 ," $1,833,370.00 ", 632 ," $923,911.00 ", -   , -   , $-   , -   , $-   , 130 , 133 ," $2,652,427.00 ", 133 ," $1,368,405.00 ", -   , -   , $-   , -   , $-   ,,27662
00222800,WHEELOCK COLLEGE,MA,22154,Private-Nonprofit, 428 , 428 ," $1,904,727.00 ", 428 ," $996,707.00 ", 490 , 513 ," $1,565,931.00 ", 513 ," $815,744.00 ", 113 , 113 ," $2,102,488.00 ", 113 ," $1,100,888.00 ", 50 , 53 ," $949,965.00 ", 53 ," $501,869.00 ", 18 , 18 ," $227,991.00 ", 18 ," $117,717.00 ",,22154
00222900,WILLIAMS COLLEGE,MA,12672,Private-Nonprofit, 276 , 276 ," $896,389.00 ", 289 ," $459,352.00 ", 296 , 302 ," $1,111,982.00 ", 316 ," $564,702.00 ", -   , -   , $-   , -   , $-   , 81 , 81 ," $2,155,718.00 ", 81 ," $1,156,829.00 ", -   , -   , $-   , -   , $-   ,,12672
00223300,WORCESTER POLYTECHNIC INST,MA,16092,Private-Nonprofit," 1,688 "," 1,688 "," $7,637,549.00 "," 1,688 "," $3,885,035.00 "," 2,085 "," 2,085 "," $6,650,307.00 "," 2,085 "," $3,384,472.00 ", 73 , 73 ," $1,205,283.00 ", 73 ," $753,669.00 ", 297 , 298 ," $6,604,740.00 ", 298 ," $3,531,155.00 ", 9 , 9 ," $184,222.00 ", 9 ," $96,185.00 ",,16092
00223400,ADRIAN COLLEGE,MI,49221,Private-Nonprofit," 1,032 "," 1,034 "," $4,461,494.00 "," 1,034 "," $2,304,477.00 "," 1,095 "," 1,211 "," $3,451,743.00 "," 1,211 "," $1,779,084.00 ", 7 , 7 ," $122,026.00 ", 7 ," $61,013.00 ", 260 , 266 ," $3,948,661.00 ", 266 ," $2,043,864.00 ", -   , -   , $-   , -   , $-   ,,49221
00223500,ALBION COLLEGE,MI,49224,Private-Nonprofit, 655 , 656 ," $2,834,432.00 ", 656 ," $1,493,867.00 ", 712 , 757 ," $2,192,718.00 ", 757 ," $1,159,137.00 ", -   , -   , $-   , -   , $-   , 173 , 173 ," $2,811,106.00 ", 173 ," $1,507,399.00 ", -   , -   , $-   , -   , $-   ,,49224
00223600,ALMA COLLEGE,MI,48801,Private-Nonprofit, 792 , 792 ," $3,528,675.00 ", 792 ," $1,808,513.00 ", 829 , 897 ," $2,667,777.00 ", 897 ," $1,373,027.00 ", -   , -   , $-   , -   , $-   , 259 , 260 ," $3,733,231.00 ", 260 ," $1,993,782.00 ", -   , -   , $-   , -   , $-   ,,48801
00223700,ALPENA COMMUNITY COLLEGE,MI,49707,Public, 297 , 304 ," $855,385.00 ", 304 ," $459,379.00 ", 235 , 240 ," $753,787.00 ", 240 ," $396,923.00 ", -   , -   , $-   , -   , $-   , 12 , 13 ," $63,792.00 ", 13 ," $35,396.00 ", -   , -   , $-   , -   , $-   ,,49707
00223800,ANDREWS UNIVERSITY,MI,49104,Private-Nonprofit, 577 , 577 ," $2,316,118.00 ", 577 ," $1,278,164.00 ", 604 , 604 ," $2,296,625.00 ", 605 ," $1,276,165.00 ", 455 , 455 ," $6,352,296.00 ", 455 ," $4,124,503.00 ", 246 , 246 ," $3,565,900.00 ", 246 ," $1,942,512.00 ", 151 , 151 ," $1,796,687.00 ", 151 ," $1,166,909.00 ",,49104
00223900,AQUINAS COLLEGE,MI,49506,Private-Nonprofit, 761 , 761 ," $3,166,401.00 ", 764 ," $1,771,057.00 ", 777 , 832 ," $2,560,144.00 ", 837 ," $1,387,643.00 ", 21 , 21 ," $216,371.00 ", 21 ," $147,690.00 ", 140 , 142 ," $1,372,054.00 ", 143 ," $743,365.00 ", -   , -   , $-   , -   , $-   ,,49506
00224000,BAY DE NOC COMMUNITY COLLEGE,MI,49829,Public, 248 , 248 ," $808,372.00 ", 248 ," $118,246.00 ", 214 , 215 ," $742,124.00 ", 215 ," $109,362.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $18,819.00 ", 2 ," $2,570.00 ", -   , -   , $-   , -   , $-   ,,49829
00224100,CALVIN COLLEGE,MI,49546,Private-Nonprofit," 1,428 "," 1,431 "," $6,281,056.00 "," 1,431 "," $3,257,022.00 "," 1,321 "," 1,353 "," $3,899,722.00 "," 1,353 "," $2,032,150.00 ", 17 , 17 ," $172,224.00 ", 17 ," $141,774.00 ", 133 , 133 ," $2,185,717.00 ", 133 ," $1,156,904.00 ", -   , -   , $-   , -   , $-   ,,49546
00224200,CALVIN THEOLOGICAL SEMINARY,MI,49546,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 23 , 23 ," $257,306.00 ", 23 ," $129,903.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ,,49546
