,,,,, DL SUBSIDIZED- UNDERGRADUATE ,,,,, DL SUBSIDIZED- GRADUATE ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,95382,PUBLIC," 2,233 "," 2,259 "," $9,121,829.00 ","2,259"," $4,997,519.00 ", 451 , 452 ," $3,243,248.00 ",452," $1,779,806.00 "," 1,617 "," 1,665 "," $6,773,864.00 ","1,665"," $3,730,638.00 ", 309 , 324 ," $2,819,137.00 ",324," $1,545,525.00 ", 132 , 134 ," $1,314,701.00 ",134," $670,978.00 ", 3 , 3 ," $31,460.00 ",3," $17,230.00 "
00116100,CERRITOS COMMUNITY COLLEGE,CA,90650,PUBLIC, 285 , 285 ," $1,022,263.00 ",285," $557,839.00 ", -   , -   , $-   ,0, $-   , 52 , 52 ," $227,220.00 ",52," $128,140.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00116200,CHABOT COLLEGE,CA,94545,PUBLIC, 184 , 184 ," $591,591.00 ",184," $336,699.00 ", 4 , 4 ," $14,750.00 ",4," $8,500.00 ", 145 , 146 ," $601,229.00 ",146," $345,140.00 ", 3 , 3 ," $15,000.00 ",3," $9,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00116400,CHAPMAN UNIVERSITY,CA,92866,PRIVATE," 1,891 "," 1,891 "," $8,247,661.00 ","1,891"," $4,290,434.00 "," 1,235 "," 1,235 "," $9,839,570.00 ","1,235"," $5,153,905.00 "," 1,761 "," 1,761 "," $5,905,067.00 ","1,761"," $3,092,180.00 "," 1,133 "," 1,133 "," $12,944,835.00 ","1,133"," $6,752,393.00 ", 714 , 714 ," $9,929,449.00 ",714," $5,064,524.00 ", 789 , 789 ," $20,690,346.00 ",789," $10,057,062.00 "
00116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,94709,PRIVATE, -   , -   , $-   ,0, $-   , 28 , 28 ," $222,796.00 ",28," $119,153.00 ", -   , -   , $-   ,0, $-   , 25 , 25 ," $275,134.00 ",25," $137,246.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00116600,CITRUS COMMUNITY COLLEGE,CA,91741,PUBLIC, 77 , 77 ," $274,747.00 ",77," $146,874.00 ", -   , -   , $-   ,0, $-   , 78 , 78 ," $358,134.00 ",78," $198,220.00 ", -   , -   , $-   ,0, $-   , 14 , 14 ," $69,348.00 ",14," $37,182.00 ", -   , -   , $-   ,0, $-   
00116900,CLAREMONT GRADUATE UNIVERSITY,CA,91711,PRIVATE, 12 , 12 ," $93,250.00 ",12," $48,750.00 ", 976 , 982 ," $7,842,818.00 ",983," $4,187,682.00 ", 12 , 12 ," $167,804.00 ",12," $83,902.00 ", 893 , 901 ," $10,282,408.00 ",902," $5,523,402.00 ", -   , -   , $-   ,0, $-   , 383 , 417 ," $9,400,637.00 ",417," $5,098,749.00 "
00117000,CLAREMONT MCKENNA COLLEGE,CA,91711,PRIVATE, 14 , 14 ," $38,816.00 ",14," $20,047.00 ", -   , -   , $-   ,0, $-   , 27 , 27 ," $124,597.00 ",27," $62,249.00 ", 1 , 1 ," $12,000.00 ",1," $6,000.00 ", 16 , 16 ," $372,296.00 ",16," $185,920.00 ", -   , -   , $-   ,0, $-   
00117100,HARVEY MUDD COLLEGE,CA,91711,PRIVATE, 244 , 244 ," $1,009,414.00 ",244," $511,261.00 ", -   , -   , $-   ,0, $-   , 257 , 258 ," $960,204.00 ",258," $481,981.00 ", -   , -   , $-   ,0, $-   , 75 , 75 ," $1,206,661.00 ",75," $637,582.00 ", -   , -   , $-   ,0, $-   
00117200,PITZER COLLEGE,CA,91711,PRIVATE, 208 , 210 ," $827,015.00 ",210," $434,418.00 ", -   , -   , $-   ,0, $-   , 55 , 56 ," $252,836.00 ",56," $135,843.00 ", -   , -   , $-   ,0, $-   , 34 , 36 ," $821,846.00 ",36," $409,264.00 ", -   , -   , $-   ,0, $-   
00117300,POMONA COLLEGE,CA,91711,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 13 , 13 ," $88,792.00 ",13," $44,396.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $14,000.00 ",1," $7,000.00 ", -   , -   , $-   ,0, $-   
00117400,SCRIPPS COLLEGE,CA,91711,PRIVATE, 230 , 230 ," $786,859.00 ",230," $378,742.00 ", 1 , 1 ," $5,500.00 ",1," $2,750.00 ", 75 , 75 ," $312,277.00 ",75," $152,964.00 ", 1 , 1 ," $7,000.00 ",1," $3,500.00 ", 48 , 48 ," $1,009,669.00 ",48," $504,483.00 ", -   , -   , $-   ,0, $-   
00117600,WEST HILLS COMMUNITY COLLEGE,CA,93210,PUBLIC, 118 , 118 ," $368,024.00 ",120," $216,866.00 ", -   , -   , $-   ,0, $-   , 32 , 32 ," $89,550.00 ",33," $58,275.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00117700,COGSWELL POLYTECHNICAL COLLEGE,CA,94089,PROPRIETARY, 106 , 109 ," $440,793.00 ",109," $221,079.00 ", -   , -   , $-   ,0, $-   , 112 , 117 ," $471,986.00 ",117," $236,161.00 ", -   , -   , $-   ,0, $-   , 40 , 41 ," $475,651.00 ",41," $235,898.00 ", -   , -   , $-   ,0, $-   
00117800,COLLEGE OF MARIN,CA,94904,PUBLIC, 390 , 393 ," $1,481,609.00 ",393," $749,551.00 ", 12 , 13 ," $46,477.00 ",13," $23,239.00 ", 319 , 327 ," $1,723,198.00 ",327," $873,087.00 ", 15 , 16 ," $94,023.00 ",16," $46,937.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,94002,PRIVATE, 574 , 576 ," $2,684,237.00 ",576," $1,353,622.00 ", 182 , 182 ," $1,493,346.00 ",182," $764,092.00 ", 556 , 561 ," $2,791,886.00 ",561," $1,415,988.00 ", 175 , 175 ," $2,141,934.00 ",175," $1,068,029.00 ", 164 , 166 ," $2,951,376.00 ",166," $1,484,780.00 ", 21 , 21 ," $181,419.00 ",25," $109,987.00 "
00118100,COLLEGE OF SAN MATEO,CA,94402,PUBLIC, 39 , 39 ," $151,250.00 ",39," $82,750.00 ", 2 , 2 ," $9,000.00 ",2," $4,500.00 ", 11 , 11 ," $24,000.00 ",11," $14,500.00 ", 1 , 1 ," $4,500.00 ",1," $2,250.00 ", 2 , 2 ," $7,152.00 ",2," $7,152.00 ", -   , -   , $-   ,0, $-   
00118200,COLLEGE OF THE DESERT,CA,92260,PUBLIC, 30 , 30 ," $101,050.00 ",30," $53,400.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $5,000.00 ",3," $2,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00118300,HOLY NAMES UNIVERSITY,CA,94619,PRIVATE, 201 , 201 ," $868,174.00 ",201," $445,146.00 ", 123 , 123 ," $1,025,147.00 ",123," $512,575.00 ", 208 , 215 ," $992,926.00 ",215," $505,570.00 ", 134 , 134 ," $1,703,894.00 ",134," $848,651.00 ", 44 , 46 ," $658,225.00 ",46," $318,976.00 ", 11 , 11 ," $76,679.00 ",11," $38,340.00 "
00118500,COLLEGE OF THE REDWOODS,CA,95501,PUBLIC, 346 , 346 ," $1,269,895.00 ",349," $669,572.00 ", -   , -   , $-   ,0, $-   , 232 , 232 ," $801,132.00 ",235," $425,213.00 ", -   , -   , $-   ,0, $-   , 12 , 12 ," $109,607.00 ",12," $62,143.00 ", -   , -   , $-   ,0, $-   
00118600,COLLEGE OF THE SEQUOIAS,CA,93277,PUBLIC, 73 , 73 ," $207,268.00 ",73," $105,258.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 2 , 2 ," $175,052.00 ",2," $87,526.00 ", -   , -   , $-   ,0, $-   
00118700,COLLEGE OF THE SISKIYOUS,CA,96094,PUBLIC, 295 , 296 ," $1,040,042.00 ",296," $556,185.00 ", 3 , 3 ," $13,500.00 ",3," $6,750.00 ", 258 , 275 ," $996,771.00 ",275," $535,680.00 ", 4 , 4 ," $27,000.00 ",4," $13,500.00 ", 10 , 10 ," $71,330.00 ",10," $39,215.00 ", -   , -   , $-   ,0, $-   
00119000,CONTRA COSTA COLLEGE,CA,94806,PUBLIC, 58 , 58 ," $211,974.00 ",58," $118,167.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $73,800.00 ",18," $38,775.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00119100,DIABLO VALLEY COLLEGE,CA,94523,PUBLIC, 19 , 19 ," $67,385.00 ",19," $33,775.00 ", -   , -   , $-   ,0, $-   , 6 , 6 ," $18,500.00 ",6," $9,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00119200,CUESTA COLLEGE,CA,93403,PUBLIC, 200 , 200 ," $741,319.00 ",200," $377,249.00 ", -   , -   , $-   ,0, $-   , 176 , 176 ," $746,823.00 ",176," $386,544.00 ", -   , -   , $-   ,0, $-   , 5 , 5 ," $37,669.00 ",5," $21,383.00 ", -   , -   , $-   ,0, $-   
00119300,CYPRESS COLLEGE,CA,90630,PUBLIC, 131 , 131 ," $474,255.00 ",131," $246,923.00 ", 5 , 5 ," $17,750.00 ",5," $9,750.00 ", 103 , 103 ," $554,441.00 ",103," $287,272.00 ", 5 , 5 ," $30,000.00 ",5," $15,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,94901,PRIVATE, 813 , 816 ," $3,484,196.00 ",816," $1,860,007.00 ", 240 , 242 ," $1,927,815.00 ",242," $1,068,728.00 ", 815 , 837 ," $2,881,809.00 ",837," $1,552,825.00 ", 229 , 230 ," $2,620,381.00 ",230," $1,397,123.00 ", 183 , 187 ," $3,829,604.00 ",187," $1,992,020.00 ", 43 , 46 ," $503,645.00 ",46," $268,386.00 "
00119900,FOOTHILL COLLEGE,CA,94022,PUBLIC, 170 , 170 ," $630,500.00 ",170," $234,068.00 ", -   , -   , $-   ,0, $-   , 128 , 129 ," $624,193.00 ",129," $233,849.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $18,737.00 ",2," $6,579.00 ", -   , -   , $-   ,0, $-   
00120000,FULLER THEOLOGICAL SEMINARY,CA,91182,PRIVATE, 1 , 1 ," $3,968.00 ",1," $3,968.00 ", 282 , 282 ," $2,116,813.00 ",282," $805,098.00 ", 1 , 1 , $30.00 ,1, $30.00 , 215 , 218 ," $2,377,921.00 ",218," $868,947.00 ", -   , -   , $-   ,0, $-   , 21 , 21 ," $248,895.00 ",22," $91,291.00 "
00120100,FULLERTON COLLEGE,CA,92832,PUBLIC, 174 , 177 ," $596,366.00 ",177," $320,787.00 ", -   , -   , $-   ,0, $-   , 115 , 115 ," $493,807.00 ",115," $262,926.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00120200,GAVILAN COLLEGE,CA,95020,PUBLIC, 127 , 129 ," $482,569.00 ",129," $248,890.00 ", -   , -   , $-   ,0, $-   , 74 , 74 ," $323,795.00 ",74," $170,281.00 ", 1 , 1 ," $5,250.00 ",1," $5,250.00 ", 1 , 1 ," $5,001.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
00120300,GLENDALE COMMUNITY COLLEGE,CA,91208,PUBLIC, 12 , 12 ," $46,000.00 ",12," $23,000.00 ", -   , -   , $-   ,0, $-   , 6 , 6 ," $27,200.00 ",6," $13,600.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $16,000.00 ",1," $8,000.00 ", -   , -   , $-   ,0, $-   
00120500,GOLDEN GATE UNIVERSITY,CA,94105,PRIVATE, 97 , 97 ," $380,086.00 ",97," $217,905.00 ", 956 , 956 ," $7,515,363.00 ",957," $4,043,523.00 ", 105 , 105 ," $670,215.00 ",105," $390,710.00 ", 919 , 920 ," $10,161,005.00 ",920," $5,514,206.00 ", -   , -   , $-   ,0, $-   , 493 , 522 ," $12,285,713.00 ",522," $6,554,538.00 "
00120600,GOLDEN WEST COLLEGE,CA,92647,PUBLIC, 3 , 3 ," $12,000.00 ",3," $6,000.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $11,125.00 ",4," $6,125.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00120700,GRADUATE THEOLOGICAL UNION,CA,94709,PRIVATE, -   , -   , $-   ,0, $-   , 74 , 74 ," $564,421.00 ",74," $288,280.00 ", -   , -   , $-   ,0, $-   , 59 , 59 ," $711,763.00 ",59," $351,626.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $101,887.00 ",7," $47,276.00 "
00120900,HARTNELL COMMUNITY COLLEGE,CA,93901,PUBLIC, 21 , 21 ," $73,151.00 ",21," $38,400.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $23,257.00 ",4," $11,629.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00121200,HUMPHREYS COLLEGE,CA,95207,PRIVATE, 381 , 384 ," $1,352,557.00 ",607," $824,559.00 ", 107 , 108 ," $845,909.00 ",123," $337,119.00 ", 389 , 391 ," $1,873,177.00 ",614," $1,144,444.00 ", 103 , 104 ," $1,065,187.00 ",120," $427,114.00 ", 14 , 14 ," $130,146.00 ",27," $85,575.00 ", 2 , 2 ," $12,937.00 ",2," $4,313.00 "
00121600,UNIVERSITY OF LA VERNE,CA,91750,PRIVATE," 2,470 "," 2,553 "," $10,845,045.00 ","2,553"," $5,164,721.00 "," 1,638 "," 1,658 "," $12,655,164.00 ","1,658"," $5,731,823.00 "," 2,349 "," 2,521 "," $11,841,554.00 ","2,521"," $5,534,418.00 "," 1,559 "," 1,599 "," $18,415,388.00 ","1,599"," $8,275,280.00 ", 286 , 299 ," $2,943,405.00 ",299," $1,521,854.00 ", 303 , 329 ," $6,059,436.00 ",329," $3,137,361.00 "
00121700,LASSEN COLLEGE,CA,96130,PUBLIC, 26 , 26 ," $87,259.00 ",26," $24,491.00 ", -   , -   , $-   ,0, $-   , 18 , 18 ," $64,321.00 ",18," $16,523.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00121800,LOMA LINDA UNIVERSITY,CA,92350,PRIVATE, 459 , 460 ," $2,090,897.00 ",542," $880,106.00 "," 1,371 "," 1,372 "," $11,222,017.00 ","2,153"," $4,996,946.00 ", 469 , 472 ," $2,416,114.00 ",560," $1,049,498.00 "," 1,323 "," 1,326 "," $33,595,701.00 ","2,073"," $15,339,814.00 ", 38 , 39 ," $945,641.00 ",51," $387,661.00 ", 826 , 834 ," $19,368,204.00 ","1,327"," $9,164,615.00 "
00121900,LONG BEACH CITY COLLEGE,CA,90808,PUBLIC, 877 , 877 ," $3,179,857.00 ",896," $1,655,975.00 ", -   , -   , $-   ,0, $-   , 70 , 71 ," $250,325.00 ",73," $128,943.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00122000,MASTER'S COLLEGE & SEMINARY (THE),CA,91321,PRIVATE, 491 , 497 ," $2,064,347.00 ",497," $1,063,917.00 ", 31 , 31 ," $241,347.00 ",31," $125,881.00 ", 463 , 570 ," $1,495,961.00 ",570," $763,492.00 ", 17 , 17 ," $178,864.00 ",17," $89,432.00 ", 107 , 121 ," $1,712,532.00 ",121," $918,442.00 ", -   , -   , $-   ,0, $-   
00122300,LOS ANGELES CITY COLLEGE,CA,90029,PUBLIC, 58 , 58 ," $212,670.00 ",58," $112,707.00 ", -   , -   , $-   ,0, $-   , 21 , 21 ," $108,880.00 ",21," $57,750.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $11,200.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
00122600,LOS ANGELES PIERCE COLLEGE,CA,91371,PUBLIC, 282 , 282 ," $1,024,103.00 ",304," $579,573.00 ", -   , -   , $-   ,0, $-   , 226 , 226 ," $1,155,971.00 ",242," $644,270.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,90015,PUBLIC, 3 , 4 ," $8,500.00 ",4," $4,250.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $6,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,90604,PRIVATE, 42 , 42 ," $166,354.00 ",42," $84,562.00 ", 216 , 216 ," $1,713,436.00 ",217," $904,969.00 ", 48 , 48 ," $295,588.00 ",48," $149,347.00 ", 217 , 219 ," $4,406,317.00 ",220," $2,280,337.00 ", -   , -   , $-   ,0, $-   , 14 , 14 ," $181,406.00 ",14," $99,884.00 "
00123000,MARSHALL B. KETCHUM UNIVERSITY,CA,92831,PRIVATE, 1 , 1 ," $8,500.00 ",1," $2,833.00 ", 192 , 192 ," $1,624,022.00 ",192," $541,278.00 ", -   , -   , $-   ,0, $-   , 175 , 178 ," $4,527,128.00 ",178," $1,499,209.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $6,471.00 ",1," $2,157.00 "
00123200,AMERICAN RIVER COLLEGE,CA,95841,PUBLIC," 1,283 "," 1,289 "," $4,081,981.00 ","1,289"," $2,395,253.00 ", 1 , 1 ," $2,250.00 ",1," $1,125.00 "," 1,166 "," 1,176 "," $5,085,761.00 ","1,176"," $2,980,299.00 ", 1 , 1 ," $2,250.00 ",1," $1,125.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00123300,SACRAMENTO CITY COLLEGE,CA,95822,PUBLIC, 33 , 33 ," $136,499.00 ",33," $68,238.00 ", -   , -   , $-   ,0, $-   , 44 , 44 ," $226,550.00 ",44," $116,141.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00123600,MENLO COLLEGE,CA,94027,PRIVATE, 284 , 284 ," $1,172,952.00 ",284," $617,725.00 ", 9 , 9 ," $43,451.00 ",9," $22,226.00 ", 277 , 277 ," $953,507.00 ",277," $507,486.00 ", 10 , 10 ," $72,049.00 ",10," $36,024.00 ", 102 , 102 ," $1,670,972.00 ",102," $876,535.00 ", -   , -   , $-   ,0, $-   
00123800,MILLS COLLEGE,CA,94613,PRIVATE, 442 , 442 ," $1,971,622.00 ",442," $1,038,667.00 ", 394 , 398 ," $3,231,272.00 ",402," $1,712,595.00 ", 409 , 409 ," $1,642,623.00 ",409," $869,971.00 ", 355 , 358 ," $4,190,885.00 ",360," $2,181,357.00 ", 87 , 88 ," $1,349,841.00 ",88," $694,172.00 ", 129 , 130 ," $1,989,842.00 ",130," $991,343.00 "
00123900,MIRACOSTA COLLEGE,CA,92056,PUBLIC, 28 , 28 ," $82,195.00 ",28," $49,431.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00124200,MONTEREY PENINSULA COLLEGE,CA,93940,PUBLIC, 91 , 91 ," $352,127.00 ",91," $90,116.00 ", -   , -   , $-   ,0, $-   , 76 , 76 ," $393,094.00 ",77," $99,706.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $51,622.00 ",3," $16,314.00 ", -   , -   , $-   ,0, $-   
00124300,MOUNT ST. MARY'S COLLEGE,CA,90049,PRIVATE," 1,290 "," 1,290 "," $5,239,190.00 ","1,290"," $2,647,692.00 ", 217 , 217 ," $1,721,256.00 ",217," $675,532.00 "," 1,162 "," 1,176 "," $4,442,934.00 ","1,176"," $2,234,124.00 ", 210 , 210 ," $2,346,238.00 ",210," $903,085.00 ", 319 , 330 ," $2,899,281.00 ",330," $1,488,965.00 ", 58 , 59 ," $1,497,229.00 ",59," $1,189,102.00 "
00124700,NAPA VALLEY COLLEGE,CA,94558,PUBLIC, 67 , 67 ," $220,274.00 ",67," $114,313.00 ", -   , -   , $-   ,0, $-   , 61 , 61 ," $280,145.00 ",61," $145,282.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00124900,OCCIDENTAL COLLEGE,CA,90041,PRIVATE, 729 , 732 ," $3,061,266.00 ",732," $1,565,712.00 ", 10 , 10 ," $78,625.00 ",10," $47,510.00 ", 210 , 214 ," $911,058.00 ",214," $464,566.00 ", 10 , 10 ," $87,548.00 ",10," $45,245.00 ", 148 , 152 ," $3,138,049.00 ",152," $1,613,058.00 ", 5 , 5 ," $49,822.00 ",5," $27,258.00 "
00125000,ORANGE COAST COLLEGE,CA,92628,PUBLIC, 197 , 198 ," $621,041.00 ",198," $337,246.00 ", -   , -   , $-   ,0, $-   , 65 , 65 ," $176,442.00 ",65," $93,186.00 ", 1 , 1 ," $2,250.00 ",1," $2,250.00 ", 11 , 12 ," $119,328.00 ",12," $62,164.00 ", -   , -   , $-   ,0, $-   
00125100,OTIS COLLEGE OF ART & DESIGN,CA,90045,PRIVATE, 627 , 636 ," $2,920,603.00 ",636," $1,456,560.00 ", 42 , 42 ," $344,250.00 ",42," $182,750.00 ", 568 , 607 ," $2,180,356.00 ",607," $1,092,995.00 ", 33 , 34 ," $374,403.00 ",34," $192,202.00 ", 212 , 215 ," $3,719,070.00 ",215," $1,884,973.00 ", 20 , 20 ," $301,496.00 ",20," $154,029.00 "
00125200,HOPE INTERNATIONAL UNIVERSITY,CA,92831,PRIVATE, 280 , 280 ," $1,196,700.00 ",283," $613,563.00 ", 64 , 64 ," $507,760.00 ",64," $260,991.00 ", 279 , 281 ," $1,271,901.00 ",283," $648,061.00 ", 61 , 61 ," $667,662.00 ",61," $332,185.00 ", 70 , 73 ," $824,824.00 ",73," $432,554.00 ", 2 , 2 ," $11,030.00 ",2," $5,515.00 "
00125300,FRESNO PACIFIC UNIVERSITY,CA,93702,PRIVATE, 945 , 945 ," $4,134,958.00 ",946," $2,383,195.00 ", 235 , 235 ," $1,829,610.00 ",235," $1,095,796.00 ", 771 , 771 ," $3,860,106.00 ",771," $2,291,413.00 ", 200 , 200 ," $1,844,393.00 ",200," $934,403.00 ", 60 , 60 ," $527,644.00 ",60," $279,201.00 ", 3 , 3 ," $35,620.00 ",3," $18,496.00 "
00125400,PACIFIC LUTHERAN THEOLOGICAL SEMINARY,CA,94708,PRIVATE, -   , -   , $-   ,0, $-   , 47 , 47 ," $379,761.00 ",47," $200,500.00 ", -   , -   , $-   ,0, $-   , 38 , 38 ," $383,598.00 ",38," $199,424.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $3,710.00 ",1," $1,855.00 "
00125500,PACIFIC OAKS COLLEGE,CA,91103,PRIVATE, 30 , 30 ," $140,937.00 ",30," $80,437.00 ", 71 , 71 ," $547,294.00 ",71," $302,881.00 ", 31 , 31 ," $186,125.00 ",31," $108,875.00 ", 71 , 71 ," $728,554.00 ",71," $390,436.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00125600,PACIFIC SCHOOL OF RELIGION,CA,94709,PRIVATE, -   , -   , $-   ,0, $-   , 97 , 97 ," $764,184.00 ",97," $407,515.00 ", -   , -   , $-   ,0, $-   , 90 , 90 ," $1,017,384.00 ",90," $524,330.00 ", -   , -   , $-   ,0, $-   , 9 , 9 ," $60,876.00 ",9," $29,162.00 "
00126000,PALOMAR COLLEGE,CA,92069,PUBLIC, 181 , 181 ," $625,971.00 ",181," $341,769.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00126100,PASADENA CITY COLLEGE,CA,91106,PUBLIC, 149 , 149 ," $539,963.00 ",149," $272,836.00 ", -   , -   , $-   ,0, $-   , 99 , 99 ," $407,121.00 ",99," $211,036.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00126200,POINT LOMA NAZARENE UNIVERSITY,CA,92106,PRIVATE," 1,052 "," 1,052 "," $4,632,937.00 ","1,052"," $2,416,354.00 ", 436 , 436 ," $2,559,342.00 ",458," $1,708,835.00 "," 1,063 "," 1,070 "," $3,591,701.00 ","1,070"," $1,887,844.00 ", 450 , 451 ," $3,835,908.00 ",471," $2,839,192.00 ", 269 , 272 ," $5,071,755.00 ",272," $2,664,589.00 ", 1 , 1 ," $6,814.00 ",1," $3,832.00 "
00126700,MERRITT COLLEGE,CA,94619,PUBLIC, 1 , 1 ," $3,500.00 ",1," $1,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00126900,RIO HONDO COMMUNITY COLLEGE,CA,90601,PUBLIC, 22 , 22 ," $61,867.00 ",22," $35,161.00 ", -   , -   , $-   ,0, $-   , 4 , 4 ," $18,943.00 ",4," $9,472.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00127000,RIVERSIDE CITY COLLEGE,CA,92506,PUBLIC, 56 , 56 ," $212,568.00 ",56," $127,200.00 ", -   , -   , $-   ,0, $-   , 39 , 39 ," $238,182.00 ",39," $123,786.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00127300,SAN DIEGO CITY COLLEGE,CA,92101,PUBLIC, 485 , 485 ," $1,799,472.00 ",487," $903,948.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 5 , 5 ," $45,052.00 ",5," $25,228.00 ", -   , -   , $-   ,0, $-   
00127500,SAN DIEGO MESA COLLEGE,CA,92111,PUBLIC, 310 , 310 ," $1,123,008.00 ",312," $585,535.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 3 , 3 ," $14,143.00 ",3," $9,893.00 ", -   , -   , $-   ,0, $-   
00127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,94102,PRIVATE, 85 , 85 ," $381,156.00 ",85," $191,078.00 ", 120 , 120 ," $1,007,750.00 ",120," $506,130.00 ", 77 , 78 ," $234,344.00 ",78," $118,097.00 ", 103 , 103 ," $1,202,333.00 ",103," $599,496.00 ", 34 , 35 ," $759,851.00 ",35," $382,500.00 ", 66 , 68 ," $850,194.00 ",68," $425,023.00 "
00127900,SAN FRANCISCO THEOLOGICAL SEMINARY,CA,94960,PRIVATE, -   , -   , $-   ,0, $-   , 33 , 33 ," $276,250.00 ",33," $140,250.00 ", -   , -   , $-   ,0, $-   , 28 , 28 ," $283,446.00 ",28," $142,723.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00128000,SAN JOAQUIN DELTA COLLEGE,CA,95207,PUBLIC, 294 , 294 ," $1,119,407.00 ",294," $414,009.00 ", -   , -   , $-   ,0, $-   , 248 , 248 ," $819,338.00 ",248," $256,045.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
